DATE,SECTOR,KEYWORD,CNT
20250616,엔터,와이지 엔터,1
20250616,스마트팩토리,아마존,2
20250616,자율주행,라이다,1
20250616,자율주행,테슬라,1
20250616,화장품,아모레퍼시픽,1
20250616,화장품,K-뷰티,1
20250617,반도체,삼성전자,1
20250617,반도체,AMD,2
20250617,6G,이노와이어리스,1
20250617,6G,케이엠더블유,1
20250617,6G,스타링크,1
20250617,6G,RFHIC,11
20250617,6G,6G,5
20250617,엔터,JYP,1
20250617,엔터,와이지 엔터,1
20250617,자율주행,웨이모,5
20250617,2차 전지,2차 전지,3
20250617,화장품,아모레퍼시픽,1
20250617,화장품,코스맥스,1
20250617,화장품,K-뷰티,1
20250618,반도체,TSMC,1
20250618,반도체,AMD,2
20250618,6G,이노와이어리스,2
20250618,6G,스타링크,2
20250618,6G,RFHIC,4
20250618,엔터,와이지 엔터,5
20250618,스마트팩토리,아마존,1
20250618,자율주행,웨이모,5
20250618,화장품,아모레퍼시픽,1
20250618,화장품,코스맥스,7
20250618,화장품,실리콘투,3
20250619,반도체,TSMC,4
20250619,반도체,AMD,5
20250619,6G,스타링크,1
20250619,6G,6G,1
20250619,6G,5G,1
20250619,엔터,하이브,1
20250619,엔터,에스엠,1
20250619,엔터,와이지 엔터,2
20250619,엔터,한한령,3
20250619,엔터,K-POP,1
20250619,스마트팩토리,아마존,2
20250619,자율주행,에스오에스랩,1
20250619,자율주행,웨이모,5
20250619,2차 전지,2차 전지,1
20250619,화장품,코스맥스,3
20250619,화장품,실리콘투,2
20250619,화장품,K-뷰티,3
20250620,반도체,SK 하이닉스,1
20250620,반도체,TSMC,2
20250620,반도체,AMD,2
20250620,6G,RFHIC,1
20250620,6G,6G,1
20250620,엔터,하이브,2
20250620,엔터,와이지 엔터,4
20250620,엔터,한한령,8
20250620,엔터,K-POP,2
20250620,스마트팩토리,아마존,4
20250620,자율주행,에스오에스랩,1
20250620,자율주행,라이다,1
20250620,자율주행,웨이모,1
20250620,자율주행,테슬라,2
20250620,2차 전지,2차 전지,1
20250620,화장품,아모레퍼시픽,4
20250620,화장품,코스맥스,3
20250620,화장품,실리콘투,1
20250621,6G,스타링크,2
20250621,엔터,하이브,1
20250621,엔터,한한령,1
20250621,스마트팩토리,아마존,1
20250621,자율주행,테슬라,1
20250621,화장품,K-뷰티,1
20250622,반도체,TSMC,1
20250622,반도체,엔비디아,1
20250622,반도체,삼성전자,2
20250622,반도체,AMD,1
20250622,6G,RFHIC,1
20250622,6G,5G,2
20250622,엔터,한한령,1
20250622,엔터,K-POP,1
20250622,엔터,APEC,1
20250622,스마트팩토리,아마존,1
20250622,스마트팩토리,스마트팩토리,1
20250622,자율주행,에스오에스랩,2
20250622,자율주행,라이다,1
20250622,자율주행,웨이모,1
20250622,자율주행,테슬라,3
20250622,2차 전지,2차 전지,1
20250622,자율주행,자율주행,1
20250622,화장품,아모레퍼시픽,5
20250622,화장품,코스맥스,4
20250622,화장품,K-뷰티,1
20250623,반도체,SK 하이닉스,1
20250623,반도체,TSMC,18
20250623,반도체,엔비디아,2
20250623,반도체,삼성전자,5
20250623,반도체,AMD,6
20250623,6G,케이엠더블유,1
20250623,6G,RFHIC,3
20250623,6G,6G,3
20250623,엔터,하이브,1
20250623,엔터,에스엠,2
20250623,엔터,JYP,7
20250623,엔터,와이지 엔터,1
20250623,엔터,한한령,1
20250623,엔터,K-POP,3
20250623,엔터,APEC,4
20250623,스마트팩토리,아마존,6
20250623,스마트팩토리,스마트팩토리,2
20250623,자율주행,에스오에스랩,2
20250623,자율주행,웨이모,4
20250623,자율주행,테슬라,9
20250623,2차 전지,2차 전지,1
20250623,화장품,아모레퍼시픽,3
20250623,화장품,코스맥스,6
20250623,화장품,실리콘투,2
20250623,화장품,K-뷰티,5
20250624,반도체,SK 하이닉스,7
20250624,반도체,TSMC,9
20250624,반도체,엔비디아,4
20250624,반도체,삼성전자,6
20250624,6G,스타링크,6
20250624,6G,RFHIC,4
20250624,6G,6G,1
20250624,엔터,하이브,7
20250624,엔터,에스엠,2
20250624,엔터,JYP,10
20250624,엔터,와이지 엔터,2
20250624,엔터,한한령,2
20250624,엔터,K-POP,11
20250624,엔터,APEC,5
20250624,스마트팩토리,아마존,10
20250624,자율주행,에스오에스랩,2
20250624,자율주행,라이다,1
20250624,자율주행,웨이모,11
20250624,자율주행,테슬라,7
20250624,2차 전지,2차 전지,9
20250624,자율주행,자율주행,3
20250624,화장품,아모레퍼시픽,3
20250624,화장품,코스맥스,4
20250624,화장품,실리콘투,1
20250624,화장품,K-뷰티,7
20250625,반도체,SK 하이닉스,5
20250625,반도체,TSMC,12
20250625,반도체,엔비디아,21
20250625,반도체,삼성전자,3
20250625,반도체,AMD,7
20250625,6G,케이엠더블유,1
20250625,6G,스타링크,3
20250625,6G,쏠리드,1
20250625,6G,RFHIC,3
20250625,6G,6G,2
20250625,6G,5G,3
20250625,엔터,하이브,4
20250625,엔터,에스엠,3
20250625,엔터,JYP,1
20250625,엔터,와이지 엔터,4
20250625,엔터,한한령,3
20250625,엔터,K-POP,31
20250625,엔터,APEC,14
20250625,스마트팩토리,아마존,27
20250625,스마트팩토리,스마트팩토리,3
20250625,자율주행,에스오에스랩,2
20250625,자율주행,라이다,1
20250625,자율주행,웨이모,10
20250625,자율주행,테슬라,6
20250625,2차 전지,2차 전지,2
20250625,자율주행,자율주행,13
20250625,화장품,아모레퍼시픽,2
20250625,화장품,코스맥스,6
20250625,화장품,실리콘투,2
20250625,화장품,K-뷰티,15
20250626,반도체,SK 하이닉스,29
20250626,반도체,TSMC,5
20250626,반도체,엔비디아,43
20250626,반도체,삼성전자,3
20250626,반도체,AMD,1
20250626,6G,케이엠더블유,3
20250626,6G,스타링크,2
20250626,6G,쏠리드,5
20250626,6G,RFHIC,8
20250626,6G,6G,11
20250626,6G,5G,5
20250626,엔터,하이브,5
20250626,엔터,에스엠,5
20250626,엔터,JYP,11
20250626,엔터,와이지 엔터,5
20250626,엔터,K-POP,11
20250626,엔터,APEC,35
20250626,스마트팩토리,아마존,14
20250626,스마트팩토리,스마트팩토리,5
20250626,자율주행,웨이모,5
20250626,자율주행,테슬라,8
20250626,2차 전지,2차 전지,11
20250626,자율주행,자율주행,10
20250626,화장품,아모레퍼시픽,21
20250626,화장품,코스맥스,18
20250626,화장품,실리콘투,2
20250626,화장품,K-뷰티,21
20250627,반도체,SK 하이닉스,29
20250627,반도체,TSMC,5
20250627,반도체,엔비디아,13
20250627,반도체,삼성전자,18
20250627,반도체,AMD,5
20250627,6G,이노와이어리스,1
20250627,6G,케이엠더블유,1
20250627,6G,쏠리드,1
20250627,6G,스몰셀,2
20250627,6G,RFHIC,4
20250627,6G,6G,4
20250627,6G,5G,16
20250627,엔터,하이브,11
20250627,엔터,에스엠,7
20250627,엔터,JYP,8
20250627,엔터,와이지 엔터,3
20250627,엔터,한한령,2
20250627,엔터,K-POP,11
20250627,엔터,APEC,10
20250627,스마트팩토리,아마존,10
20250627,스마트팩토리,스마트팩토리,2
20250627,자율주행,에스오에스랩,1
20250627,자율주행,웨이모,4
20250627,자율주행,테슬라,25
20250627,2차 전지,2차 전지,3
20250627,자율주행,자율주행,17
20250627,화장품,아모레퍼시픽,1
20250627,화장품,코스맥스,1
20250627,화장품,실리콘투,2
20250627,화장품,K-뷰티,14
20250628,반도체,SK 하이닉스,10
20250628,반도체,TSMC,2
20250628,반도체,엔비디아,2
20250628,반도체,삼성전자,11
20250628,반도체,AMD,1
20250628,6G,쏠리드,1
20250628,6G,스몰셀,1
20250628,6G,6G,3
20250628,6G,5G,5
20250628,엔터,하이브,4
20250628,엔터,에스엠,2
20250628,엔터,JYP,5
20250628,엔터,한한령,2
20250628,엔터,K-POP,15
20250628,엔터,APEC,10
20250628,스마트팩토리,아마존,5
20250628,자율주행,웨이모,1
20250628,자율주행,테슬라,16
20250628,2차 전지,2차 전지,2
20250628,자율주행,자율주행,10
20250628,화장품,아모레퍼시픽,1
20250628,화장품,실리콘투,1
20250628,화장품,K-뷰티,4
20250629,반도체,SK 하이닉스,4
20250629,반도체,TSMC,2
20250629,반도체,엔비디아,1
20250629,반도체,삼성전자,34
20250629,6G,5G,2
20250629,엔터,에스엠,4
20250629,엔터,K-POP,2
20250629,엔터,APEC,10
20250629,스마트팩토리,아마존,3
20250629,자율주행,테슬라,9
20250629,2차 전지,2차 전지,2
20250629,자율주행,자율주행,18
20250629,화장품,K-뷰티,4
