SECTOR,KEYWORD,MEDIA,TITLE,DESCRIPTION,URL,PUBLISHED,SCRAPED_AT
반도체_이슈,미중 갈등,연합뉴스,"[경제읽기] 미중 갈등 격화…미국, 중국에 협상 요구 압박 - 연합뉴스","[경제읽기] 미중 갈등 격화…미국, 중국에 협상 요구 압박",https://news.google.com/rss/articles/CBMiW0FVX3lxTE80NnZreVFGcEdOWGJKdC1aeF81WHJWdEJCZTFTMnE0QzlSbWtudGdNNWl2RG96RTR2NFZLQTM1YmpQemVkNzBELXBfTnMxZGdHaU1ZU0c5UThDclnSAWBBVV95cUxPeGIzN1NDWnA1QmxfcmdJOUs2bEJYRmJtTG1lbW9nbG1yVFcwUDlHc0NXbU1vTXBneS04c0dwekhmZUZlRVVGM2t2UnhtNmJJVV9xRkI5Q2l6LXZjU2g5dmI?oc=5,2025-04-16,2025-06-29 20:07:55
6G,RFHIC,뉴스투데이,"“RFHIC, 본격 실적 개선 궤도에 올라탄 듯” - 뉴스투데이","“RFHIC, 본격 실적 개선 궤도에 올라탄 듯”",https://news.google.com/rss/articles/CBMiXkFVX3lxTE8zUGxqdzRnemdkNldMUXJIUFp4ZmpEd3hTWTNSeTNIUldwaFE5RXRuN1ZkUFFvYTN6bmZVMnNpSWctZHg4Y3l0c2R3bFNBbDlBWVRlTktwb0xHRFJvR0E?oc=5,2025-04-16,2025-06-29 20:07:55
엔터_팀,스트레이키즈,rnx.kr,"[LIVE] 스트레이키즈, 완벽한 무대로 압도했다! - RNX tv - rnx.kr","[LIVE] 스트레이키즈, 완벽한 무대로 압도했다! - RNX tv",https://news.google.com/rss/articles/CBMiY0FVX3lxTE1Md2JsS00tVHVzT096azk1TE9wWlFkQlFDNlJlR04zcEQyZmRlck9PdjhWQS10clVXc3AwdWRXWWNGTE9EZkZXRWxXOGlOUWRncnAzSFNIYUxyelk5Tkd5dXJhRQ?oc=5,2025-04-16,2025-06-29 20:08:01
자율주행,에스오에스랩,뉴스워커,"[진단_자율주행 ⑧에스오에스랩] 정지성의 에스오에스랩, 허황된 매출 예측과 적자 늪에 빠졌나 - 뉴스워커","[진단_자율주행 ⑧에스오에스랩] 정지성의 에스오에스랩, 허황된 매출 예측과 적자 늪에 빠졌나",https://news.google.com/rss/articles/CBMib0FVX3lxTE96Wk1zU081QlB4LXRUNWthdzFlSXdnZDhOdU9pVWdCVVlCNVRIZS1DZGk2b1BVNldOLV8zb2pZU3pfaERUTXdVRXZ5UUZ0WE1JUi1GaDR1VEx3WmhzZWlvUVRISmtGSnhKQUZqX1Qtd9IBc0FVX3lxTE5JVWYxeGczQ0pNZVc3c1RsR3dzQ0ZPNy0yYWY2UENoRjBxajRuUUVyUDVCSU1HYXpfSXp2ejlCS3R2V3JPT3d2VXZQUGtBQ1JXSFJSU2tNSlR0X1hmeHhQaXJDWWQ4al9RdU9CcENibWstMjA?oc=5,2025-04-16,2025-06-29 20:08:02
자율주행_이슈,라이다,로봇신문,"日 소니, 세계 최소형·최경량 라이다 센서 'AS-DT1' 개발 - 로봇신문","日 소니, 세계 최소형·최경량 라이다 센서 'AS-DT1' 개발",https://news.google.com/rss/articles/CBMibEFVX3lxTFBVemJmc3l4WUxIcjNZT1o4a1daclNWNERKNnluQnBqeEJwLWJKZEZmcnFPVW5sTGhGWWo4VzhWZUs1blRlYUw3b2pLMnNWNGFxb2l3QVEycHRienB1VE5TVGltcTljRURUN1NOZw?oc=5,2025-04-16,2025-06-29 20:08:02
2차전지,삼성SDI,전자부품 전문 미디어 디일렉,"삼성SDI, BMW 차세대 배터리 한국서 만든다 - 전자부품 전문 미디어 디일렉","삼성SDI, BMW 차세대 배터리 한국서 만든다",https://news.google.com/rss/articles/CBMiZkFVX3lxTFB3RnFFbDBDSDRyc1VfV3pMalBnVWItdUlXenN1Ui0yRjU2RWF3VFZqdWIyU3BNdXFWTE1ORWEyd1hNdDdkUGdYSXZkbm1NbU44UTRyQkZYdXRTX3BoeVdzMFJPVXlRdw?oc=5,2025-04-16,2025-06-29 20:08:03
2차전지,SK온,뉴스1,'합병 SK온' 흑자전환 핵심 북미공장…HMGMA 가동 효과 '기대' - 뉴스1,'합병 SK온' 흑자전환 핵심 북미공장…HMGMA 가동 효과 '기대',https://news.google.com/rss/articles/CBMiZEFVX3lxTE9wS3FoSnpYaWZWNHVSb0dackcycUdMLXdNcjQ3ampid2NQVkVtVHZEUW9oUG53WlBwU1FpZk80YmdlenV4Zk1oSlNkZF9LXzRqLTBJY2wtcHNzaTVyWDNBVldQczI?oc=5,2025-04-16,2025-06-29 20:08:04
2차전지_이슈,2차 전지,일요신문,경영진은 진심인데…동원시스템즈는 언제쯤 ‘2차전지 회사’로 인정받을까 - 일요신문,경영진은 진심인데…동원시스템즈는 언제쯤 ‘2차전지 회사’로 인정받을까,https://news.google.com/rss/articles/CBMiZkFVX3lxTE92UzhLWUliai1pQTdjTXlYcFdoTHVra1hyV0REeTNRcXo0bmxNaWlLb1BQbzBSdzJrUFNqYWNSRk1CMHNzbmE4dGM2TTZtV1hxeTRBNzBSZkdaOHJGLVBqWVRFSmtSZw?oc=5,2025-04-16,2025-06-29 20:08:04
화장품,코스맥스,뷰티누리,"화장품신문 (Beautynury.com) :: [기업분석] 코스맥스비티아이, 2024년 4Q 해외매출 전년比 90% 급감 - 뷰티누리","화장품신문 (Beautynury.com) :: [기업분석] 코스맥스비티아이, 2024년 4Q 해외매출 전년比 90% 급감",https://news.google.com/rss/articles/CBMiX0FVX3lxTE5JS3VlNFdyMDMxSGNLV0dYLVpEMkwzUzdQVUJTN3dKV3VlSGhvVmtNS3JlUWoxRElFTGVOVWV0Smk1Ty1Lc1hmbFFBUzUzamtZckw0b1RSeE9mZGdRUFJB?oc=5,2025-04-16,2025-06-29 20:08:04
2차전지_이슈,전고체 배터리,Chosunbiz,전고체 배터리 핵심소재 한계 넘었다…습식공정으로 이온 전도도 향상 - 조선비즈 - Chosunbiz,전고체 배터리 핵심소재 한계 넘었다…습식공정으로 이온 전도도 향상 - 조선비즈,https://news.google.com/rss/articles/CBMijAFBVV95cUxNd1hrZHdpYnd2WTFKTUxSVlhDSFloZ3ZEZk83d1gwQndxaUpUbFVEakMzMGdQTll5M2RRbk04R045TWY2TDllWVY4Z2pLODVtSE5faTZNZlRjenZfQzE5OTRiYkhuRE83Wklqc2U2RkpZaWxJNUlUSi0waHBVMUw2bXYwMWY3VXBwOWNRTtIBoAFBVV95cUxNYTh0eloyWEJnYUVJRmVzZFB6SnhRNXRlS1JGOERpSVFQaUgyWHVvYzJpa1QyT1NObUs4amZCdjY0N3hPWlNhVXZ4Mk1ycjdSTTgwWVJ0bGp2M1MyMlJ6RUExeEZ3TGJwbzNsWmdIMlpzNlN3NUZ1VXZzMXFHVFlKVzZ3UTRYeE0xaFV1TkUxUzVUQzFoWEZ5MGZNWXd1S1Rx?oc=5,2025-04-16,2025-06-29 20:08:05
