SECTOR,KEYWORD,MEDIA,TITLE,DESCRIPTION,URL,PUBLISHED,SCRAPED_AT
반도체,AMD,전자부품 전문 미디어 디일렉,"AMD, 올해 GPU 성장률 0% 예상 - 전자부품 전문 미디어 디일렉","AMD, 올해 GPU 성장률 0% 예상",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5zNGZxcl90MUF6SkZ2RDZkNXlsZnVINENHbWp5SXUzeU1yMUhwbm1MLURuNmdidElPaHFCRkczMi1xNGxTbW4yblBBS2UxMmhHWXpvQzVTV1NqMUhJaUZGakpYbWpiQQ?oc=5,2025-02-05,2025-06-29 20:07:53
반도체,AMD,연합뉴스,"'엔비디아 대항마' AMD, AI칩 매출 시장예상치 하회…주가 8%↓ - 연합뉴스","'엔비디아 대항마' AMD, AI칩 매출 시장예상치 하회…주가 8%↓",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5wa2NYdnI1VkIzbnZ0dlFBUjFYdUc1NzFFNnRhX290aFlRR3BocDNod0QwMmtKSFI4aUQzTjNWN1FsZU4yMWthMjYyNnpvMDhLUF9MMGM1Sld4c1nSAWBBVV95cUxOY1N0a1JLWWJDNnkwMWc0RkJtbzBDTWMxMkVHUFlJZ3Bha25zbjVvMWJwaWJOM2xfT1lrOWpTZWZnOUR0Mms2XzI2VGlsbUhhWHg0LVRyeWl6ZFRoZVhlSEo?oc=5,2025-02-05,2025-06-29 20:07:53
6G,RFHIC,MTN 머니투데이방송,"[탑픽전쟁] RFHIC vs 삼현, 승리 전략은? - MTN 머니투데이방송","[탑픽전쟁] RFHIC vs 삼현, 승리 전략은?",https://news.google.com/rss/articles/CBMiZEFVX3lxTE0wb0FOU19WLTNuSTk2cGdud2pGY2JMd0lOckdkZXFrUzZzNm0wdnFJYU05Z2RORlNtTllfWU1ycTljY0VrZThWRlRtWkNTOHY2NElMbDhKREI5c3FzQjJ0RHFuZWY?oc=5,2025-02-05,2025-06-29 20:07:55
6G_이슈,5G,전자신문,알뜰폰 1만원 20GB 5G요금제 2월 출격 - 전자신문,알뜰폰 1만원 20GB 5G요금제 2월 출격,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBaOXh3S1NERnQyWXk0dThzMjM3b0RaU0dMdkZWckRFUm1fNE1PamlyUXRvd2x2d3dMLTJRS0tFYVdHMHl5R2ZzcHl0cDVQQQ?oc=5,2025-02-05,2025-06-29 20:07:56
6G_이슈,5G,SBS Biz,5G보다 비싼 LTE 요금제 사라진다 - SBS Biz,5G보다 비싼 LTE 요금제 사라진다,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBGNV9KZEkzX1BWWmNJbHM0bkJOQ1NzUkpTa3ZIT3oySzJ5aDdtamZfRTI1Y3FrNWZ3TmZ0NmpsWnhVNVVnejBFVmN5UnpDYnB0SE440gFYQVVfeXFMTnE5cl9FbEw4MWI3d1hxV1FjWmF1YnBONHRka2ZLTnlCNjFKTktSZjRfNllIeVNYUk1od0J5SjFmaHFrdlN4OGlwbTVvbjNEV2FFRmdqMEw3Zw?oc=5,2025-02-05,2025-06-29 20:07:56
엔터_팀,레드벨벳,연합뉴스,[가요소식] 레드벨벳 데뷔 10주년 공연 실황영화 개봉 - 연합뉴스,[가요소식] 레드벨벳 데뷔 10주년 공연 실황영화 개봉,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBza0xmSnh1ckdVcWNMUjE3UnBqd1o2SEJCRGtiWDhJN2ZHT0NmZlpLWElHMWx4MzVGdnlLbjN4MnQ1Q1JQUVc1MHA2SFh1WEhOUGRBeWVqcWltZDDSAWBBVV95cUxPNlpEY2ZRcjBSem5IZzgzTUEyOC01ZjFnWlR3Zi1MSnBKYk9ZcW5Udm13akZRY09XQWZQcHQ3QzNRWTB0TF9XYWhDcDhtcHlFX0lQQ1ljVURPZ3UtcUFBN1Q?oc=5,2025-02-05,2025-06-29 20:08:00
엔터_팀,레드벨벳,SM Entertainment,레드벨벳 데뷔 10주년 기념 팬콘 실황 영화 드디어 오늘(5일) 개봉 - SM Entertainment,레드벨벳 데뷔 10주년 기념 팬콘 실황 영화 드디어 오늘(5일) 개봉,https://news.google.com/rss/articles/CBMi3gJBVV95cUxQNThzNnltOXB0MGVjT2plTF8tWFdxYVg1Mk5uU2RHN01VRE1JQnVnRktLT21ncE1TRnlOTkliZmJKdkZjQ1RLVV9VNDNIVTRpYV9sMXBLeFB5LXNMWDI1cGVnZEJXS0NOVlpIdVFfMXRmRjBVSDl6TTVrVklScFQzckt3ZTNkV1lQVE8wVTlZSHVSQnZRM3VQbGJaRmcxdmVUMTNKSGF1LUY0am1mY2dvZnFXd1UxbUtXNENkUUM0THFmWjNlaW1GMVA3S3k1dUFDWUQybVloSHhRZl9Xb21mckhNbjNnbFpRMU42R081YUJ6b1h2Wm9SSHhBY2pEc0JrNUJnazNqc2VrMTl5S09WYzJSdGJkVF9MNUFFdDdJUHJmUUVpNzNTNkRIYWNtOE9lamFqZ3ZMa2RaMGVLRFJfVkJwVndLVks1LTFwelZlU2VPUS1GdWlxNXlJcHhNQQ?oc=5,2025-02-05,2025-06-29 20:08:00
자율주행_이슈,라이다,지디넷코리아,"삼성전기, 자율주행 핵심장치 '라이다용 MLCC' 세계 최초 개발 - 지디넷코리아","삼성전기, 자율주행 핵심장치 '라이다용 MLCC' 세계 최초 개발",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBsTC1hSVRzNUVyN3BYWUMyZmxDc0hYcDNhemdoTnd3RFVLV1FXZUJEcnBPOFJDVlVVQU0yaTlrY1h4R0dTeDlHMXdINkQ2OWN3U0hZb2dn?oc=5,2025-02-05,2025-06-29 20:08:02
자율주행_이슈,라이다,경향신문,"삼성전기, 자율주행 핵심장치 라이다용 고전압 MLCC 개발 - 경향신문","삼성전기, 자율주행 핵심장치 라이다용 고전압 MLCC 개발",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5JRmFNWDE3UGNQM1hYOWZmSEtvcHlTS3lUOENOQjhCRXpZVjhzTjgxaGhscFU4dWVYLW9vZ3hTRUNPYXZpMUZmLWt4VVFObEt1VE1PYnNVV1J0UdIBX0FVX3lxTE5PWC1RY1VWcE1wQ2p2cEh2R2RzWUs5cVdxcnpMUWxMT2xZaEVnaDVmVl9MMkJiYTBzeXROVWdFdVk5SHdUNk5fMkxEdW9mVmIycEhUV0ZLTy1EYnNlYjA4?oc=5,2025-02-05,2025-06-29 20:08:02
스마트팩토리_이슈,스마트팩토리,브런치스토리,클라우드 기반 스마트팩토리 - 입문 - 브런치스토리,클라우드 기반 스마트팩토리 - 입문,https://news.google.com/rss/articles/CBMiSkFVX3lxTE56WC0yb19BR2tXc0FQRzhBamU4VDdtc1pqTWtwWHpXZXktakJQTTFtZ1hoS0ZFOW8yOHItSkU2bHJ4SzdFaUpfLUxn?oc=5,2025-02-05,2025-06-29 20:08:07
