SECTOR,KEYWORD,MEDIA,TITLE,DESCRIPTION,URL,PUBLISHED,SCRAPED_AT
6G_이슈,주파수 경매,이투데이,통신주 ‘기다림의 시간’…내년 주파수 경매 우상향 변곡점 - 이투데이,통신주 ‘기다림의 시간’…내년 주파수 경매 우상향 변곡점,https://news.google.com/rss/articles/CBMiVEFVX3lxTE14N3lLc2k0b0czM19MNUtPbTZ4VlA4ZnVXd3lhNUN0Y2htcm9GdkZXQWZVa2ZtTzl6NzJfSUlnOUJWT3lLRzJpU1c4NHpSSS1yemFKUA?oc=5,2024-09-17,2025-06-29 20:07:57
엔터_팀,엑소,조선일보,"엑소 백현, 식당서 밥 먹다 담배 ‘뻐끔’… 실내 흡연 영상 뜨자 사과 - 조선일보","엑소 백현, 식당서 밥 먹다 담배 ‘뻐끔’… 실내 흡연 영상 뜨자 사과",https://news.google.com/rss/articles/CBMikAFBVV95cUxOZW1qc0M4WFBLazdfS0Y3YlBLcVhBbjY3NW82bE5vbVJ6OTFiQTdtUldlNmdhNXM0c2diaGZXSXBvT2sxeDUtb1ZIOVVIMTRnQ1lqcHlWdmRoOXpOdEhFcWFVeWFwbGtGSmUtY0VWWkRvX19aQnNJcTlmcWhRRmUzZzNqQ3g5emZKZ1R0cGpkdWfSAaQBQVVfeXFMUGxrRkViR2RiY2xLZm9CaHIxc2gyVkN2VnNtYUhZTTdxcXhsbnBBLWNKZFZZZHVrVVlnLUY2ajdCNHplMkNNMlhNUVh2aUZ4SG5ORzkwOVhxUnJhcHZBUU14N2Y5YllISjJBeC1Bd0pVMWJZNGVLZEdja0w5emo0Z3VRM1daOENHdW1BbzN1R0lLZVJPd1Zob1ZBR2YtNTNDc1dFX0I?oc=5,2024-09-17,2025-06-29 20:08:00
화장품_이슈,면세점 매출,한국경제,롯데·신라 다 제친 경복궁…면세점업계 뒤집어졌다 - 한국경제,롯데·신라 다 제친 경복궁…면세점업계 뒤집어졌다,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5URzFRZDlGTWlDSGpwTUpLblZKNkJqTWpVUGJ0UW1lRkVIMnd6Vm5WZHFyRnprdjJpaUhKd3RTM0YyMGFneGFTZHVac0xQZmVHNHJqWGowOFd3QdIBVEFVX3lxTE5NaHJxSFBYenBBVlotdDNmOWZHOFdzRHNNbnVHWE9MUUNaZGpaWWhGSGJGbndvbDdrcGl5Um9MS1JrcGRBQzVSN0t3OF9EQW9zcS1Odw?oc=5,2024-09-17,2025-06-29 20:08:06
